Ticker,Date,Timestamp,Cours_Ouverture,Cours,Volume_Cumule
SIBC,2026-05-28,2026-05-28 19:55:40,7750.0,7805.0,8923.0
SIBC,2026-05-28,2026-05-28 19:57:31,7750.0,7805.0,8923.0
SIBC,2026-05-28,2026-05-28 19:57:38,7750.0,7805.0,8923.0
SIBC,2026-05-29,2026-05-29 09:34:45,0.0,7805.0,0.0
SIBC,2026-05-29,2026-05-29 10:15:51,7900.0,8150.0,486.0
SIBC,2026-05-29,2026-05-29 11:20:26,7900.0,8150.0,1143.0
SIBC,2026-05-29,2026-05-29 11:55:27,7900.0,8150.0,1352.0
SIBC,2026-05-29,2026-05-29 12:04:43,7900.0,8150.0,1352.0
SIBC,2026-05-29,2026-05-29 12:05:34,7900.0,8140.0,1466.0
SIBC,2026-05-29,2026-05-29 12:15:27,7900.0,8140.0,1474.0
SIBC,2026-05-29,2026-05-29 12:25:04,7900.0,8140.0,1474.0
SIBC,2026-05-29,2026-05-29 12:56:03,7900.0,8155.0,1619.0
SIBC,2026-05-29,2026-05-29 12:58:29,7900.0,8155.0,1619.0
SIBC,2026-05-29,2026-05-29 13:05:25,7900.0,8150.0,1654.0
SIBC,2026-05-29,2026-05-29 13:20:30,7900.0,8195.0,1684.0
SIBC,2026-05-29,2026-05-29 13:35:27,7900.0,8195.0,1830.0
SIBC,2026-05-29,2026-05-29 13:50:29,7900.0,8155.0,1861.0
SIBC,2026-05-29,2026-05-29 14:05:34,7900.0,8195.0,1916.0
SIBC,2026-05-29,2026-05-29 14:20:23,7900.0,8195.0,1916.0
SIBC,2026-05-29,2026-05-29 14:35:25,7900.0,8195.0,2161.0
SIBC,2026-05-29,2026-05-29 14:50:26,7900.0,8195.0,2161.0
SIBC,2026-05-29,2026-05-29 15:05:35,7900.0,8195.0,2161.0
SIBC,2026-05-29,2026-05-29 15:20:29,7900.0,8195.0,2161.0
SIBC,2026-05-29,2026-05-29 15:35:29,7900.0,8195.0,2161.0
SIBC,2026-05-29,2026-05-29 15:50:37,7900.0,8195.0,2161.0
